StockCode,Date,Quantity
85099B,2011-10-13,274
85099B,2011-10-14,147
85099B,2011-10-16,18
85099B,2011-10-17,409
85099B,2011-10-18,112
85099B,2011-10-19,54
85099B,2011-10-20,341
85099B,2011-10-21,122
85099B,2011-10-23,7
85099B,2011-10-24,287
85099B,2011-10-25,161
85099B,2011-10-26,48
85099B,2011-10-27,41
85099B,2011-10-28,12
85099B,2011-10-30,51
85099B,2011-10-31,105
85099B,2011-11-01,84
85099B,2011-11-02,244
85099B,2011-11-03,452
85099B,2011-11-04,58
85099B,2011-11-06,120
85099B,2011-11-07,146
85099B,2011-11-08,159
85099B,2011-11-09,725
85099B,2011-11-10,1074
85099B,2011-11-11,48
85099B,2011-11-13,48
85099B,2011-11-14,660
85099B,2011-11-15,380
85099B,2011-11-16,316
85099B,2011-11-17,97
85099B,2011-11-18,62
85099B,2011-11-20,87
85099B,2011-11-21,147
85099B,2011-11-22,132
85099B,2011-11-23,146
85099B,2011-11-24,245
85099B,2011-11-25,55
85099B,2011-11-27,28
85099B,2011-11-28,42
85099B,2011-11-29,165
85099B,2011-11-30,189
85099B,2011-12-01,149
85099B,2011-12-02,493
85099B,2011-12-04,12
85099B,2011-12-05,66
85099B,2011-12-06,175
85099B,2011-12-07,89
85099B,2011-12-08,106
85099B,2011-12-09,15
85123A,2010-12-01,454
85123A,2010-12-02,309
85123A,2010-12-03,25
85123A,2010-12-05,198
85123A,2010-12-06,161
85123A,2010-12-07,331
85123A,2010-12-08,151
85123A,2010-12-09,195
85123A,2010-12-10,165
85123A,2010-12-12,42
85123A,2010-12-13,337
85123A,2010-12-14,185
85123A,2010-12-15,112
85123A,2010-12-16,790
85123A,2010-12-17,58
85123A,2010-12-19,42
85123A,2010-12-20,85
85123A,2010-12-21,41
85123A,2010-12-22,24
85123A,2010-12-23,47
85123A,2011-01-04,67
85123A,2011-01-05,304
85123A,2011-01-06,171
85123A,2011-01-07,334
85123A,2011-01-09,97
85123A,2011-01-10,12
85123A,2011-01-11,3114
85123A,2011-01-12,83
85123A,2011-01-13,8
85123A,2011-01-14,89
85123A,2011-01-16,23
85123A,2011-01-17,220
85123A,2011-01-18,18
85123A,2011-01-19,271
85123A,2011-01-20,42
85123A,2011-01-21,63
85123A,2011-01-23,47
85123A,2011-01-24,11
85123A,2011-01-25,92
85123A,2011-01-26,183
85123A,2011-01-27,64
85123A,2011-01-28,68
85123A,2011-01-30,123
85123A,2011-01-31,29
85123A,2011-02-01,195
85123A,2011-02-02,222
85123A,2011-02-03,63
85123A,2011-02-04,42
85123A,2011-02-06,35
85123A,2011-02-07,69
85123A,2011-02-08,153
85123A,2011-02-09,14
85123A,2011-02-10,66
85123A,2011-02-11,209
85123A,2011-02-13,6
85123A,2011-02-14,66
85123A,2011-02-15,12
85123A,2011-02-16,203
85123A,2011-02-17,50
85123A,2011-02-18,6
85123A,2011-02-20,28
85123A,2011-02-21,23
85123A,2011-02-22,96
85123A,2011-02-23,116
85123A,2011-02-24,99
85123A,2011-02-25,40
85123A,2011-02-27,27
85123A,2011-02-28,37
85123A,2011-03-01,86
85123A,2011-03-02,33
85123A,2011-03-03,96
85123A,2011-03-04,27
85123A,2011-03-06,101
85123A,2011-03-07,26
85123A,2011-03-08,145
85123A,2011-03-09,98
85123A,2011-03-10,57
85123A,2011-03-11,125
85123A,2011-03-13,3
85123A,2011-03-14,19
85123A,2011-03-15,114
85123A,2011-03-16,141
85123A,2011-03-17,87
85123A,2011-03-18,56
85123A,2011-03-20,47
85123A,2011-03-21,38
85123A,2011-03-22,84
85123A,2011-03-23,83
85123A,2011-03-24,52
85123A,2011-03-25,31
85123A,2011-03-27,77
85123A,2011-03-28,44
85123A,2011-03-29,185
85123A,2011-03-30,68
85123A,2011-03-31,75
85123A,2011-04-01,133
85123A,2011-04-03,77
85123A,2011-04-04,66
85123A,2011-04-05,51
85123A,2011-04-06,65
85123A,2011-04-07,50
85123A,2011-04-08,68
85123A,2011-04-10,74
85123A,2011-04-11,45
85123A,2011-04-12,198
85123A,2011-04-13,73
85123A,2011-04-14,127
85123A,2011-04-15,8
85123A,2011-04-17,23
85123A,2011-04-18,2102
85123A,2011-04-19,110
85123A,2011-04-20,73
85123A,2011-04-21,137
85123A,2011-04-26,179
85123A,2011-04-27,73
85123A,2011-04-28,111
85123A,2011-05-01,12
85123A,2011-05-03,317
85123A,2011-05-04,85
85123A,2011-05-05,421
85123A,2011-05-06,179
85123A,2011-05-08,142
85123A,2011-05-09,216
85123A,2011-05-10,142
85123A,2011-05-11,120
85123A,2011-05-12,227
85123A,2011-05-13,25
85123A,2011-05-15,143
85123A,2011-05-16,201
85123A,2011-05-17,156
85123A,2011-05-18,73
85123A,2011-05-19,108
85123A,2011-05-20,92
85123A,2011-05-22,153
85123A,2011-05-23,113
85123A,2011-05-24,144
85123A,2011-05-25,68
85123A,2011-05-26,653
85123A,2011-05-27,22
85123A,2011-05-29,26
85123A,2011-05-31,168
85123A,2011-06-01,29
85123A,2011-06-02,353
85123A,2011-06-03,29
85123A,2011-06-05,49
85123A,2011-06-06,108
85123A,2011-06-07,56
85123A,2011-06-08,109
85123A,2011-06-09,15
85123A,2011-06-10,68
85123A,2011-06-12,33
85123A,2011-06-13,17
85123A,2011-06-14,50
85123A,2011-06-15,118
85123A,2011-06-16,42
85123A,2011-06-17,15
85123A,2011-06-19,147
85123A,2011-06-20,29
85123A,2011-06-21,13
85123A,2011-06-22,18
85123A,2011-06-23,106
85123A,2011-06-24,38
85123A,2011-06-26,32
85123A,2011-06-27,66
85123A,2011-06-28,12
85123A,2011-06-29,77
85123A,2011-06-30,46
85123A,2011-07-01,39
85123A,2011-07-03,18
85123A,2011-07-04,8
85123A,2011-07-05,134
85123A,2011-07-06,5
85123A,2011-07-07,59
85123A,2011-07-08,32
85123A,2011-07-10,20
85123A,2011-07-11,81
85123A,2011-07-12,786
85123A,2011-07-13,58
85123A,2011-07-14,224
85123A,2011-07-15,23
85123A,2011-07-17,23
85123A,2011-07-18,114
85123A,2011-07-19,157
85123A,2011-07-20,104
85123A,2011-07-21,52
85123A,2011-07-22,132
85123A,2011-07-24,160
85123A,2011-07-25,43
85123A,2011-07-26,8
85123A,2011-07-27,58
85123A,2011-07-28,490
85123A,2011-07-29,74
85123A,2011-07-31,107
85123A,2011-08-01,61
85123A,2011-08-02,32
85123A,2011-08-03,91
85123A,2011-08-04,130
85123A,2011-08-05,38
85123A,2011-08-07,89
85123A,2011-08-08,73
85123A,2011-08-09,121
85123A,2011-08-10,132
85123A,2011-08-11,60
85123A,2011-08-12,28
85123A,2011-08-14,52
85123A,2011-08-15,104
85123A,2011-08-16,87
85123A,2011-08-17,69
85123A,2011-08-18,15
85123A,2011-08-19,6
85123A,2011-08-21,15
85123A,2011-08-22,420
85123A,2011-08-23,122
85123A,2011-08-24,58
85123A,2011-08-25,106
85123A,2011-08-26,24
85123A,2011-08-28,42
85123A,2011-08-30,63
85123A,2011-08-31,37
85123A,2011-09-01,112
85123A,2011-09-02,166
85123A,2011-09-04,16
85123A,2011-09-05,95
85123A,2011-09-06,184
85123A,2011-09-07,16
85123A,2011-09-08,27
85123A,2011-09-09,29
85123A,2011-09-11,89
85123A,2011-09-12,117
85123A,2011-09-13,131
85123A,2011-09-14,85
85123A,2011-09-15,144
85123A,2011-09-16,100
85123A,2011-09-18,81
85123A,2011-09-19,42
85123A,2011-09-20,398
85123A,2011-09-21,11
85123A,2011-09-22,58
85123A,2011-09-23,127
85123A,2011-09-25,69
85123A,2011-09-26,48
85123A,2011-09-27,17
85123A,2011-09-28,125
85123A,2011-09-29,80
85123A,2011-09-30,111
85123A,2011-10-02,21
85123A,2011-10-03,23
85123A,2011-10-04,20
85123A,2011-10-05,49
85123A,2011-10-06,13
85123A,2011-10-07,34
85123A,2011-10-09,26
85123A,2011-10-10,123
85123A,2011-10-11,46
85123A,2011-10-12,25
85123A,2011-10-13,243
85123A,2011-10-14,187
85123A,2011-10-16,55
85123A,2011-10-17,69
85123A,2011-10-18,21
85123A,2011-10-19,39
85123A,2011-10-20,26
85123A,2011-10-21,13
85123A,2011-10-23,63
85123A,2011-10-24,76
85123A,2011-10-25,16
85123A,2011-10-26,17
85123A,2011-10-27,117
85123A,2011-10-28,90
85123A,2011-10-30,128
85123A,2011-10-31,149
85123A,2011-11-01,39
85123A,2011-11-02,80
85123A,2011-11-03,1265
85123A,2011-11-04,85
85123A,2011-11-06,86
85123A,2011-11-07,95
85123A,2011-11-08,97
85123A,2011-11-09,113
85123A,2011-11-10,71
85123A,2011-11-11,134
85123A,2011-11-13,65
85123A,2011-11-14,380
85123A,2011-11-15,457
85123A,2011-11-16,157
85123A,2011-11-17,102
85123A,2011-11-18,125
85123A,2011-11-20,101
85123A,2011-11-21,36
85123A,2011-11-22,253
85123A,2011-11-23,248
85123A,2011-11-24,131
85123A,2011-11-25,222
85123A,2011-11-27,8
85123A,2011-11-28,133
85123A,2011-11-29,116
85123A,2011-11-30,311
85123A,2011-12-01,41
85123A,2011-12-02,117
85123A,2011-12-04,8
85123A,2011-12-05,298
85123A,2011-12-06,39
85123A,2011-12-07,200
85123A,2011-12-08,108
85123A,2011-12-09,4
